tax_account_connected,business_name,business_type,business_city,business_state,business_start_date,business_description,naics_code,fulltime_employees_count,fulltime_employees_annual_payroll,ever_filed_bankruptcy,bankruptcy_description,ongoing_lawsuits,lawsuits_description,is_only_owner,owners,annual_revenue_year_one,annual_revenue_year_two,annual_revenue_year_three,net_operating_income_year_one,net_operating_income_year_two,net_operating_income_year_three,has_no_debts,debts,has_no_credit_debts,credit_debts,business_ein,incorporation_city,incorporation_state,credit_check_consent,inquiry_id,user_id,organization_id,id,meta_status,created_at,updated_at,open_banking_connected,business_address,business_zip_code,business_phone_number,is_business_address_same_as_individual,is_business_phone_number_same_as_individual,position_at_business,percent_ownership,owner_roles
"f","Konopelski Inc","Sole proprietorship",,,,,"532120","249","890051745","f",,"f",,"t",,"1780103490","1672262857","2088515010","220302574","206956401","258471058","f","[{""id"": ""d6bb7920-fdf0-4a5e-b2a9-026b32ff3b36"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 6.817874785863744, ""originalDate"": ""2016-07-18T17:35:57.784Z"", ""currentBalance"": 2968909, ""monthlyPayment"": 52212, ""originalAmount"": 14164904, ""termOrMaturationDate"": ""2026-06-25T08:12:36.503Z""}, {""id"": ""191b8753-64d3-4cfe-8c11-b2f9b399a323"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 4.307643250587754, ""originalDate"": ""2017-02-14T10:23:55.518Z"", ""currentBalance"": 34789756, ""monthlyPayment"": 414800, ""originalAmount"": 35542030, ""termOrMaturationDate"": ""2027-03-29T04:15:54.327Z""}, {""id"": ""62cede3d-7bbf-456d-a9c4-77acb19e3f42"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 11.761982895607453, ""originalDate"": ""2020-03-10T03:08:31.942Z"", ""currentBalance"": 196049, ""monthlyPayment"": 3964, ""originalAmount"": 25725614, ""termOrMaturationDate"": ""2033-02-17T08:33:41.542Z""}, {""id"": ""0b6c346b-17b9-4614-ad61-0747de7e94d6"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 6.964707202711688, ""originalDate"": ""2016-06-06T13:14:34.068Z"", ""currentBalance"": 3645308, ""monthlyPayment"": 54910, ""originalAmount"": 12866523, ""termOrMaturationDate"": ""2030-09-24T09:07:42.652Z""}]","f","[{""id"": ""ede460f3-2845-4b0d-afe4-bd13e9f315e3"", ""name"": ""Discover It Business Card"", ""balance"": 1340590}, {""id"": ""0a82a8cf-41ff-48f2-8fbc-f60d6fbcf2cb"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 4739655}]","123456789","North Ignacioworth","CT","t","0384fcf5-5cf5-4dff-8894-0d258bf5e4ec","zewyr52dr2i9vxxkzc99i","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","58eb17ac-2196-4a99-9eca-7057ae36c624","f","2025-10-01 00:02:11.775+00",,"f",,,,"f","f",,"25.86","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Koepp Group","S Corporation",,,,,"713110","90","598054680","f",,"f",,"t",,"1196109360","1470666461","1715448965","345329966","424597630","495269039","f","[{""id"": ""1ebda65e-0b9c-4421-9a47-0995c545b183"", ""name"": ""Unpaid Corporate Income Tax"", ""interestRate"": 9.263831761956489, ""originalDate"": ""2021-10-07T22:24:56.800Z"", ""currentBalance"": 21344545, ""monthlyPayment"": 757681, ""originalAmount"": 45817187, ""termOrMaturationDate"": ""2027-11-16T15:38:30.669Z""}, {""id"": ""674e1a52-829c-443c-960d-1348031362a5"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 6.844053176600676, ""originalDate"": ""2024-05-08T18:28:41.238Z"", ""currentBalance"": 2642205, ""monthlyPayment"": 39534, ""originalAmount"": 3730271, ""termOrMaturationDate"": ""2032-06-07T14:56:17.435Z""}, {""id"": ""2a7d2071-8bd0-46bd-8301-d97e07fa3a46"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 10.437367470684075, ""originalDate"": ""2018-07-05T03:09:22.583Z"", ""currentBalance"": 16161305, ""monthlyPayment"": 477262, ""originalAmount"": 42444673, ""termOrMaturationDate"": ""2028-08-11T23:17:42.045Z""}, {""id"": ""dcfcbd19-9d41-4d7e-b343-db2670974453"", ""name"": ""GE Capital Fleet Vehicle Lease"", ""interestRate"": 10.409684912250551, ""originalDate"": ""2020-08-23T22:05:22.902Z"", ""currentBalance"": 3738322, ""monthlyPayment"": 94734, ""originalAmount"": 4765455, ""termOrMaturationDate"": ""2028-05-13T08:25:59.624Z""}, {""id"": ""13bf4b88-d3c1-491d-ad09-67c90b63e117"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 8.819083807191827, ""originalDate"": ""2020-09-17T09:02:37.695Z"", ""currentBalance"": 519665, ""monthlyPayment"": 11037, ""originalAmount"": 3056225, ""termOrMaturationDate"": ""2027-11-03T16:58:17.388Z""}]","t","[]","123456789","Lake Korycester","MT","t","a39b07e9-ee4e-4cc1-a1dd-b8b49c8728a4","6vfmacukfv47cemf44om9","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","18e993b3-8d00-4086-9679-e58a50153eb6","f","2025-09-21 16:05:22.631+00",,"f",,,,"f","f",,"88.71","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Kohler - Hansen","S Corporation",,,,,"561520","7","51365342","f",,"t","Ante stabilis ater aegre verecundia tabesco temptatio amplitudo vae. Occaecati vindico stella deserunt teneo coerceo. Molestiae adiuvo coniecto anser vinculum traho pariatur tepidus amplitudo.","t",,"102730684","500000000","566534727","36750248","178866949","202668676","t","[]","f","[{""id"": ""09cb184e-d539-4bcf-8367-c4b6a956d849"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 1601233}, {""id"": ""df76f0a8-590a-47b4-b30b-257c84bb4f21"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 4900885}, {""id"": ""973c35c6-09d9-468e-b0ab-725b7feb39e2"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 4172045}, {""id"": ""72b667c5-bcb8-453b-add5-dc422c148ecb"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 346976}]","123456789","Murielchester","KY","t","56c44beb-f859-4a67-b1d9-ec5b9939ac67","xsrn23rikqfvj7tyj62kq","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","e01985c3-ce2c-43b3-9fcb-83179e959a93","f","2025-09-11 01:02:02.933+00",,"f",,,,"f","f",,"35.74","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Berge and Sons","C Corporation",,,,,"311411","130","485019600","t","Volubilis iure campana. Contigo cattus blanditiis tandem adhaero pel sortitus. Callide adopto cognomen admoneo tamen pel volutabrum sopor vilis.","f",,"t",,"970039200","787271960","554935007","329061070","267061943","188247554","f","[{""id"": ""b3ad7d7e-8b9f-4222-a5f1-fa431e9b46f3"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 7.800801759844866, ""originalDate"": ""2022-05-02T00:25:45.676Z"", ""currentBalance"": 7964844, ""monthlyPayment"": 125525, ""originalAmount"": 10618506, ""termOrMaturationDate"": ""2030-07-05T01:19:13.103Z""}, {""id"": ""cf3d7402-1b02-4e4d-93f8-6c417c1bfdd1"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 11.4796933183071, ""originalDate"": ""2022-09-30T03:39:45.850Z"", ""currentBalance"": 4723344, ""monthlyPayment"": 123908, ""originalAmount"": 20347537, ""termOrMaturationDate"": ""2026-10-17T12:05:33.277Z""}, {""id"": ""d2cc1142-6ff8-45b8-83c0-a2b4a17cc8ae"", ""name"": ""Square Capital Merchant Advance"", ""interestRate"": 9.388557405306441, ""originalDate"": ""2022-10-14T16:36:09.828Z"", ""currentBalance"": 8639299, ""monthlyPayment"": 307573, ""originalAmount"": 27359060, ""termOrMaturationDate"": ""2028-04-23T01:22:50.943Z""}, {""id"": ""694f6b1b-69ed-4238-bf4c-a13d872e79d3"", ""name"": ""Cisco Technology Equipment Lease"", ""interestRate"": 7.514374787734076, ""originalDate"": ""2022-04-18T22:44:18.424Z"", ""currentBalance"": 13349522, ""monthlyPayment"": 222652, ""originalAmount"": 33892316, ""termOrMaturationDate"": ""2028-09-17T15:12:03.816Z""}]","f","[{""id"": ""37691ffc-25ca-4526-9c19-1e72a1c9dff5"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 151905}, {""id"": ""545a763c-b942-4ae5-b092-c352dab47c8e"", ""name"": ""American Express Business Platinum Card"", ""balance"": 4683932}, {""id"": ""7b535c97-4662-43ae-958b-2b6f5eb644ad"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 1080337}, {""id"": ""727ca8d6-a6c2-44c3-a208-9b53b146a2a1"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 1077585}, {""id"": ""2d23cc17-778b-47bb-924d-b7b538aa3ee2"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 932637}]","123456789","East Breannetown","NH","t","6fba77ad-9419-4d0e-9dba-35a8ef311017","spl254pu4u9wtaai40ji3","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","5e77aa66-8c10-4f3e-9e07-9c48d54bb31a","f","2025-10-09 09:08:59.989+00",,"f",,,,"f","f",,"86.95","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Miller LLC","Franchise",,,,,"812112","390","2290887495","f",,"f",,"t",,"4581774990","3851391866","4367518103","491381328","413049976","468402933","f","[{""id"": ""40d80b67-d12c-48c7-b575-eca6cd6d388d"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 5.302893222695529, ""originalDate"": ""2021-05-15T01:17:21.331Z"", ""currentBalance"": 8286659, ""monthlyPayment"": 174730, ""originalAmount"": 17736649, ""termOrMaturationDate"": ""2026-10-16T08:19:40.692Z""}, {""id"": ""76612b43-a028-48f7-add9-157480829954"", ""name"": ""Fastenal Industrial Supplier Credit"", ""interestRate"": 11.35518914285469, ""originalDate"": ""2020-02-19T08:53:08.194Z"", ""currentBalance"": 1288630, ""monthlyPayment"": 24126, ""originalAmount"": 13066871, ""termOrMaturationDate"": ""2026-01-08T00:13:09.734Z""}]","f","[{""id"": ""c6787960-50b2-4578-a384-798556a363ea"", ""name"": ""CitiBusiness AAdvantage Platinum Card"", ""balance"": 4065918}, {""id"": ""0f7946f7-5196-43b9-9f95-58861e9be56f"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2465121}]","123456789","Norwalk","MS","t","98d86664-c23b-416a-a49b-0c7240fc83b2","fwanajthv581izyley27g","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","6cf003c1-ef64-49d6-b40b-6d37244f5ab9","f","2025-10-05 03:44:29.927+00",,"f",,,,"f","f",,"34.10","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Bogan, Rippin and Larkin","Nonprofit organization",,,,,"812990","141","624029199","t","Autem balbus celo acquiro peccatus cohaero reiciendis nam certe. Acer quam timor. Aliquid taceo denique.","f",,"t",,"1872695730","2391167786","2230425723","271885878","347159842","323822630","f","[{""id"": ""21a0de51-7447-4b28-bd5b-2f9df4951770"", ""name"": ""John Deere Agricultural Equipment Loan"", ""interestRate"": 11.218146394720135, ""originalDate"": ""2017-12-29T18:26:02.094Z"", ""currentBalance"": 2915001, ""monthlyPayment"": 108223, ""originalAmount"": 26004207, ""termOrMaturationDate"": ""2026-06-03T18:20:38.573Z""}, {""id"": ""66873a05-8273-4fc5-9975-4d2809502f16"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 8.494333871135051, ""originalDate"": ""2015-12-06T15:30:06.011Z"", ""currentBalance"": 14596970, ""monthlyPayment"": 711533, ""originalAmount"": 37515913, ""termOrMaturationDate"": ""2026-11-14T23:03:43.547Z""}, {""id"": ""c2a733bb-12a7-4902-ac58-9fa49d1de5fe"", ""name"": ""IRS Payroll Tax Debt"", ""interestRate"": 5.5935972497174, ""originalDate"": ""2016-08-19T04:05:38.533Z"", ""currentBalance"": 5454036, ""monthlyPayment"": 101174, ""originalAmount"": 5615336, ""termOrMaturationDate"": ""2031-09-03T10:05:41.755Z""}, {""id"": ""77035c8c-e6f2-46e1-b5fd-b99753b8b0d6"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 11.507565633432915, ""originalDate"": ""2025-03-17T11:05:33.896Z"", ""currentBalance"": 7361124, ""monthlyPayment"": 193276, ""originalAmount"": 16980382, ""termOrMaturationDate"": ""2026-08-20T04:49:46.085Z""}, {""id"": ""b93ef2b2-4368-478c-b5e4-a981169e3e5a"", ""name"": ""Shopify Capital Revenue Advance"", ""interestRate"": 11.08870672048216, ""originalDate"": ""2020-07-17T13:27:06.356Z"", ""currentBalance"": 2253282, ""monthlyPayment"": 83413, ""originalAmount"": 8055390, ""termOrMaturationDate"": ""2028-07-22T21:43:55.548Z""}]","f","[{""id"": ""30f76b90-f618-4b54-bdcc-bb6ffc8fad9c"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 2032427}, {""id"": ""42855422-ec8a-4051-aef2-209f5b7b45f4"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 3335408}, {""id"": ""45ae1ecc-7168-43ad-9185-ef0971466bcc"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 3790477}]","123456789","Sparks","MS","t","7fbd61e8-b11c-479f-bcac-314b16c7c470","myj0o5pu3dvlfbbi3fjcx","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","05d586c2-ec01-4549-8b8e-62c8506cd550","f","2025-09-30 02:39:03.295+00",,"f",,,,"f","f",,"74.25","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Johns Inc","Partnership",,,,,"459991","376","2726564940","f",,"f",,"t",,"5453129880","4515938394","4197428098","1879835168","1556760979","1446962227","f","[{""id"": ""cb63452a-333d-483d-93b7-52679b32dbf8"", ""name"": ""Office Depot Vendor Credit"", ""interestRate"": 5.560586013117673, ""originalDate"": ""2019-07-09T12:29:28.264Z"", ""currentBalance"": 14111727, ""monthlyPayment"": 457384, ""originalAmount"": 31001385, ""termOrMaturationDate"": ""2027-01-21T06:50:44.745Z""}, {""id"": ""cd6af9b2-d821-4e24-94f5-bf600f80ac06"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 6.795748953863272, ""originalDate"": ""2024-01-28T04:22:06.936Z"", ""currentBalance"": 11236812, ""monthlyPayment"": 219702, ""originalAmount"": 44528481, ""termOrMaturationDate"": ""2031-01-05T08:38:43.867Z""}, {""id"": ""8619c125-9ffa-42c4-8ba0-6c1a80610ce5"", ""name"": ""Amazon Business Net-30 Account"", ""interestRate"": 7.1788686006981735, ""originalDate"": ""2018-07-26T04:32:30.265Z"", ""currentBalance"": 12059658, ""monthlyPayment"": 273140, ""originalAmount"": 20868914, ""termOrMaturationDate"": ""2030-09-20T16:04:10.511Z""}, {""id"": ""20d0543f-8fa4-483d-8bcb-d32678811618"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 3.1811814579200157, ""originalDate"": ""2020-11-20T15:42:21.572Z"", ""currentBalance"": 657218, ""monthlyPayment"": 29126, ""originalAmount"": 1132425, ""termOrMaturationDate"": ""2025-11-10T09:41:22.230Z""}, {""id"": ""5f324165-bc64-442b-b92a-400c46e1a21e"", ""name"": ""US Bank Equipment Financing"", ""interestRate"": 9.277472086705785, ""originalDate"": ""2020-07-20T23:13:31.164Z"", ""currentBalance"": 513898, ""monthlyPayment"": 9326, ""originalAmount"": 2060385, ""termOrMaturationDate"": ""2028-06-24T23:08:47.527Z""}]","f","[{""id"": ""92980f5c-4bd2-41a1-a4ea-16f0179ec38a"", ""name"": ""Discover It Business Card"", ""balance"": 1692465}]","123456789","Lake Lennahaven","ME","t","5b1ccafe-0109-49df-9887-eb3d01b568dd","tb93hnsrjabcemffk5r0q","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","0ce38ad4-8862-451f-890e-52165e4ca2f0","f","2025-09-30 06:29:26.373+00",,"f",,,,"f","f",,"62.39","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Rempel - Kling","Sole proprietorship",,,,,"334111","470","4354101620","f",,"f",,"t",,"9235639590","9905474945","8057897077","1867238833","2002664493","1629125757","f","[{""id"": ""4c6329a3-91c0-41c5-a775-38e2dc510aee"", ""name"": ""State Sales Tax Delinquency"", ""interestRate"": 8.68499691078957, ""originalDate"": ""2017-03-03T11:26:21.567Z"", ""currentBalance"": 7357218, ""monthlyPayment"": 257615, ""originalAmount"": 44723289, ""termOrMaturationDate"": ""2028-09-28T12:33:37.970Z""}, {""id"": ""47bf8a4a-65fd-44a2-a3aa-6aa05fd88f9f"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 11.846436903319336, ""originalDate"": ""2019-03-16T22:53:13.151Z"", ""currentBalance"": 6174804, ""monthlyPayment"": 134467, ""originalAmount"": 6470357, ""termOrMaturationDate"": ""2029-07-26T10:47:07.529Z""}, {""id"": ""aa766849-7db0-45d3-88f0-e8383837a364"", ""name"": ""Bank of America Working Capital Loan"", ""interestRate"": 4.546490976439589, ""originalDate"": ""2021-04-08T20:00:09.839Z"", ""currentBalance"": 2515277, ""monthlyPayment"": 30490, ""originalAmount"": 7806089, ""termOrMaturationDate"": ""2034-06-02T09:46:02.520Z""}]","f","[{""id"": ""ebc91f8c-843b-4b8d-9021-c6f66e116c3f"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 1940095}]","123456789","Kerlukeview","WV","t","d2d9f73d-f9f3-468e-a756-305c62939fdc","uuyqlw6r4lcvguxkt8xf4","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","8cb6fd11-09d2-41af-a1de-6058393c1137","f","2025-09-14 03:11:02.691+00",,"f",,,,"f","f",,"45.09","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Tremblay Group","C Corporation",,,,,"311941","403","2141627839","f",,"f",,"t",,"4555064267","3773409899","3573479105","556804684","461256347","436817087","f","[{""id"": ""26d8b8c3-30be-4173-85fe-2fd787abe97e"", ""name"": ""Pending Lawsuit Settlement Debt"", ""interestRate"": 5.549038147115221, ""originalDate"": ""2019-07-13T00:52:46.015Z"", ""currentBalance"": 2722526, ""monthlyPayment"": 45001, ""originalAmount"": 7902776, ""termOrMaturationDate"": ""2032-10-17T13:05:26.334Z""}]","f","[{""id"": ""5ff85aa2-cb4d-4d4d-bbfc-c7ac0330f343"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2898243}, {""id"": ""67fa9964-f303-453a-9f85-78e6f5005d29"", ""name"": ""US Bank Business Leverage Visa"", ""balance"": 4770773}, {""id"": ""3696ae9e-d2d7-43ea-8ee0-c0a2f9df80f8"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2066505}, {""id"": ""620f2ec1-e666-4b2e-b380-9be1d08d599d"", ""name"": ""Discover It Business Card"", ""balance"": 2032867}]","123456789","Everett","NE","t","0f51edd0-ef66-4ac0-b17a-e7637b2e82e6","ev8ff4hbitqyzjo70n9k1","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","6f51e83b-83b9-4fa5-8281-9043f19748a0","f","2025-09-24 13:03:32.696+00",,"f",,,,"f","f",,"94.53","{authorizedSigner,beneficialOwner,controlPerson}"
"f","Kunde - Harber","Partnership",,,,,"311911","257","1791779328","f",,"t","Arbitro pel aiunt usus soleo. Arca supra studio quas. Arca facere deserunt debitis.","t",,"5080482912","5855966971","4622722831","510882901","588863982","464851490","f","[{""id"": ""9ffc22e1-8144-478f-851b-638a41e71484"", ""name"": ""Caterpillar Heavy Machinery Lease"", ""interestRate"": 9.04093549588696, ""originalDate"": ""2020-05-14T13:50:05.644Z"", ""currentBalance"": 26948538, ""monthlyPayment"": 1325889, ""originalAmount"": 28866072, ""termOrMaturationDate"": ""2026-11-22T00:11:32.507Z""}, {""id"": ""d4678947-db75-42f1-ad0e-a2ef17cb5ed1"", ""name"": ""SBA 7(a) Loan - Capital Growth"", ""interestRate"": 3.154913694203313, ""originalDate"": ""2016-05-25T05:06:29.798Z"", ""currentBalance"": 5338205, ""monthlyPayment"": 103005, ""originalAmount"": 11094998, ""termOrMaturationDate"": ""2027-08-06T12:20:29.591Z""}, {""id"": ""0f3a7893-57cd-4f85-b090-709a1e7ba31a"", ""name"": ""Sysco Food Supplier Credit Line"", ""interestRate"": 6.500204622065507, ""originalDate"": ""2022-11-24T06:38:18.572Z"", ""currentBalance"": 1427957, ""monthlyPayment"": 126731, ""originalAmount"": 32685402, ""termOrMaturationDate"": ""2026-09-16T14:53:59.076Z""}]","f","[{""id"": ""513f7f95-e7c1-412a-8782-e8afc7b95856"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 1885688}]","123456789","West Rolandomouth","AK","t","5a0c6b64-5f56-4a7a-8514-041ad01c3c48","l7vxivcbe8nunnzygvtgy","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","675ae3ee-edfb-446f-9d9b-5837a16a2233","f","2025-09-18 09:28:10.141+00",,"f",,,,"f","f",,"35.93","{authorizedSigner,beneficialOwner,controlPerson}"
"f","McCullough, Bayer and Kreiger","Nonprofit organization",,,,,"525120","81","300248370","f",,"f",,"t",,"600496740","748445310","956332070","173017273","215644745","275541823","f","[{""id"": ""b388fc97-c0ec-498b-a9d3-e3f063c6812b"", ""name"": ""IRS Payroll Tax Debt"", ""interestRate"": 9.427221441370571, ""originalDate"": ""2016-02-11T10:10:11.255Z"", ""currentBalance"": 3282882, ""monthlyPayment"": 64872, ""originalAmount"": 6161917, ""termOrMaturationDate"": ""2029-05-26T20:24:02.566Z""}, {""id"": ""7927d491-3fc0-4925-87d6-85f79c8ea9c7"", ""name"": ""PayPal Working Capital Loan"", ""interestRate"": 10.830309456653259, ""originalDate"": ""2023-08-22T18:07:31.731Z"", ""currentBalance"": 12807919, ""monthlyPayment"": 1182921, ""originalAmount"": 23979203, ""termOrMaturationDate"": ""2026-08-19T20:33:19.674Z""}]","f","[{""id"": ""d65c3153-8133-4427-ae25-2d79fcea39a3"", ""name"": ""Wells Fargo Business Elite Card"", ""balance"": 3713354}, {""id"": ""75091729-c144-4df6-925e-6ab276cdca85"", ""name"": ""Discover It Business Card"", ""balance"": 2430324}, {""id"": ""be9fc720-edda-421d-b098-b619f3a99d1a"", ""name"": ""American Express Business Platinum Card"", ""balance"": 2623377}, {""id"": ""793572a2-6168-4f9d-abbb-2f6517b1a199"", ""name"": ""Chase Ink Business Credit Card"", ""balance"": 2498293}]","123456789","Lake Mikel","VT","t","66eb3f04-39c0-4b31-84d0-7c76f4545ca6","r8dwj9qtukczf3xf5mps8","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","7ac20d56-47aa-4823-b438-6c7d0d3589c5","f","2025-09-19 22:04:07.748+00",,"f",,,,"f","f",,"74.07","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Gutmann, Blanda and Price","Joint venture",,,,,"611630","268","1245179054","f",,"t","Cetera contra thesis cado delectus. Consectetur timor molestias. Universe comitatus comes stultus.","t",,"2490358108","3236098602","2680055718","772962102","1004426460","831840809","t","[]","f","[{""id"": ""9f9e6a1f-9721-432e-bcf5-d19819c1dd0b"", ""name"": ""Bank of America Business Advantage Credit Card"", ""balance"": 2117061}, {""id"": ""f4dc23f6-14ed-41cb-8930-cc4ce6be8627"", ""name"": ""Stripe Corporate Business Card"", ""balance"": 280199}, {""id"": ""0273d98f-191a-4ddd-a5f8-1a5b0d9b6887"", ""name"": ""Capital One Spark Business Credit Card"", ""balance"": 2806911}, {""id"": ""7b947ec6-2e22-4cee-9e5d-e857f9da6a0b"", ""name"": ""American Express Business Platinum Card"", ""balance"": 3402318}, {""id"": ""a9d852e5-31f2-4e2c-8bbd-e1ef63bc355e"", ""name"": ""American Express Business Platinum Card"", ""balance"": 1053543}]","123456789","South Websterside","SC","t","9bedf1eb-570c-405e-b0fd-57b54b2a0162","sdi1vatw92syhe62vn3m1","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","c122888a-0a24-4b5c-8c0a-038d385e9bc8","f","2025-10-06 08:03:57.579+00",,"f",,,,"f","f",,"26.62","{authorizedSigner,beneficialOwner,controlPerson}"
"t","Green - Gerlach","Joint venture",,,,,"551111","366","984065115","f",,"f",,"t",,"1968130230","2058064047","1613223802","431359707","451070712","353574035","t","[]","t","[]","123456789","Fargo","MO","t","11ae0c21-073a-486f-9e7a-d02895b6172a","9shjiqrzd0w129tn0xrgp","3ea1e598-67e0-ec66-d6ef-fdca7bdf2b19","5d9eba0c-9f35-4d12-b1b9-f7c902ae4fe3","f","2025-10-16 13:50:33.886+00",,"f",,,,"f","f",,"84.41","{authorizedSigner,beneficialOwner,controlPerson}"
